2-0059	0001-059宙09	33	宙09	大般若波羅蜜多經六百卷（059）	唐玄奘譯	大乘經/般若部
2-0060	0001-060宙10	35	宙10	大般若波羅蜜多經六百卷（060）	唐玄奘譯	大乘經/般若部
2-0061	0001-061洪01	36	洪01	大般若波羅蜜多經六百卷（061）	唐玄奘譯	大乘經/般若部
2-0062	0001-062洪02	32	洪02	大般若波羅蜜多經六百卷（062）	唐玄奘譯	大乘經/般若部
2-0063	0001-063洪03	33	洪03	大般若波羅蜜多經六百卷（063）	唐玄奘譯	大乘經/般若部
2-0064	0001-064洪04	33	洪04	大般若波羅蜜多經六百卷（064）	唐玄奘譯	大乘經/般若部
2-0065	0001-065洪05	37	洪05	大般若波羅蜜多經六百卷（065）	唐玄奘譯	大乘經/般若部
2-0066	0001-066洪06	34	洪06	大般若波羅蜜多經六百卷（066）	唐玄奘譯	大乘經/般若部
2-0067	0001-067洪07	0	洪07	大般若波羅蜜多經六百卷（067）	唐玄奘譯	大乘經/般若部
2-0068	0001-068洪08	33	洪08	大般若波羅蜜多經六百卷（068）	唐玄奘譯	大乘經/般若部
2-0069	0001-069洪09	34	洪09	大般若波羅蜜多經六百卷（069）	唐玄奘譯	大乘經/般若部
2-0070	0001-070洪10	0	洪10	大般若波羅蜜多經六百卷（070）	唐玄奘譯	大乘經/般若部
2-0071	0001-071荒01	37	荒01	大般若波羅蜜多經六百卷（071）	唐玄奘譯	大乘經/般若部
2-0072	0001-072荒02	30	荒02	大般若波羅蜜多經六百卷（072）	唐玄奘譯	大乘經/般若部
2-0073	0001-073荒03	0	荒03	大般若波羅蜜多經六百卷（073）	唐玄奘譯	大乘經/般若部
2-0074	0001-074荒04	35	荒04	大般若波羅蜜多經六百卷（074）	唐玄奘譯	大乘經/般若部
2-0075	0001-075荒05	32	荒05	大般若波羅蜜多經六百卷（075）	唐玄奘譯	大乘經/般若部
2-0076	0001-076荒06	28	荒06	大般若波羅蜜多經六百卷（076）	唐玄奘譯	大乘經/般若部
2-0077	0001-077荒07	0	荒07	大般若波羅蜜多經六百卷（077）	唐玄奘譯	大乘經/般若部
2-0078	0001-078荒08	32	荒08	大般若波羅蜜多經六百卷（078）	唐玄奘譯	大乘經/般若部
2-0079	0001-079荒09	33	荒09	大般若波羅蜜多經六百卷（079）	唐玄奘譯	大乘經/般若部
2-0080	0001-080荒10	34	荒10	大般若波羅蜜多經六百卷（080）	唐玄奘譯	大乘經/般若部
2-0081	0001-081日01	35	日01	大般若波羅蜜多經六百卷（081）	唐玄奘譯	大乘經/般若部
2-0082	0001-082日02	0	日02	大般若波羅蜜多經六百卷（082）	唐玄奘譯	大乘經/般若部
2-0083	0001-083日03	0	日03	大般若波羅蜜多經六百卷（083）	唐玄奘譯	大乘經/般若部
2-0084	0001-084日04	0	日04	大般若波羅蜜多經六百卷（084）	唐玄奘譯	大乘經/般若部
2-0085	0001-085日05	32	日05	大般若波羅蜜多經六百卷（085）	唐玄奘譯	大乘經/般若部
2-0086	0001-086日06	33	日06	大般若波羅蜜多經六百卷（086）	唐玄奘譯	大乘經/般若部
2-0087	0001-087日07	0	日07	大般若波羅蜜多經六百卷（087）	唐玄奘譯	大乘經/般若部
2-0088	0001-088日08	32	日08	大般若波羅蜜多經六百卷（088）	唐玄奘譯	大乘經/般若部
2-0089	0001-089日09	34	日09	大般若波羅蜜多經六百卷（089）	唐玄奘譯	大乘經/般若部
2-0090	0001-090日10	33	日10	大般若波羅蜜多經六百卷（090）	唐玄奘譯	大乘經/般若部
2-0091	0001-091月01	37	月01	大般若波羅蜜多經六百卷（091）	唐玄奘譯	大乘經/般若部
2-0092	0001-092月02	33	月02	大般若波羅蜜多經六百卷（092）	唐玄奘譯	大乘經/般若部
2-0093	0001-093月03	32	月03	大般若波羅蜜多經六百卷（093）	唐玄奘譯	大乘經/般若部
2-0094	0001-094月04	32	月04	大般若波羅蜜多經六百卷（094）	唐玄奘譯	大乘經/般若部
2-0095	0001-095月05	31	月05	大般若波羅蜜多經六百卷（095）	唐玄奘譯	大乘經/般若部
2-0096	0001-096月06	32	月06	大般若波羅蜜多經六百卷（096）	唐玄奘譯	大乘經/般若部
2-0097	0001-097月07	33	月07	大般若波羅蜜多經六百卷（097）	唐玄奘譯	大乘經/般若部
2-0098	0001-098月08	33	月08	大般若波羅蜜多經六百卷（098）	唐玄奘譯	大乘經/般若部
2-0099	0001-099月09	35	月09	大般若波羅蜜多經六百卷（099）	唐玄奘譯	大乘經/般若部
2-0100	0001-100月10	0	月10	大般若波羅蜜多經六百卷（100）	唐玄奘譯	大乘經/般若部
2-0101	0001-101盈01	33	盈01	大般若波羅蜜多經六百卷（101）	唐玄奘譯	大乘經/般若部
2-0102	0001-102盈02	32	盈02	大般若波羅蜜多經六百卷（102）	唐玄奘譯	大乘經/般若部
2-0103	0001-103盈03	31	盈03	大般若波羅蜜多經六百卷（103）	唐玄奘譯	大乘經/般若部
2-0104	0001-104盈04	31	盈04	大般若波羅蜜多經六百卷（104）	唐玄奘譯	大乘經/般若部
2-0105	0001-105盈05	32	盈05	大般若波羅蜜多經六百卷（105）	唐玄奘譯	大乘經/般若部
2-0106	0001-106盈06	32	盈06	大般若波羅蜜多經六百卷（106）	唐玄奘譯	大乘經/般若部
2-0107	0001-107盈07	32	盈07	大般若波羅蜜多經六百卷（107）	唐玄奘譯	大乘經/般若部
2-0108	0001-108盈08	31	盈08	大般若波羅蜜多經六百卷（108）	唐玄奘譯	大乘經/般若部
2-0109	0001-109盈09	31	盈09	大般若波羅蜜多經六百卷（109）	唐玄奘譯	大乘經/般若部
2-0110	0001-110盈10	35	盈10	大般若波羅蜜多經六百卷（110）	唐玄奘譯	大乘經/般若部
2-0111	0001-111昃01	34	昃01	大般若波羅蜜多經六百卷（111）	唐玄奘譯	大乘經/般若部
2-0112	0001-112昃02	0	昃02	大般若波羅蜜多經六百卷（112）	唐玄奘譯	大乘經/般若部
2-0113	0001-113昃03	31	昃03	大般若波羅蜜多經六百卷（113）	唐玄奘譯	大乘經/般若部
2-0114	0001-114昃04	0	昃04	大般若波羅蜜多經六百卷（114）	唐玄奘譯	大乘經/般若部
2-0115	0001-115昃05	32	昃05	大般若波羅蜜多經六百卷（115）	唐玄奘譯	大乘經/般若部
2-0116	0001-116昃06	0	昃06	大般若波羅蜜多經六百卷（116）	唐玄奘譯	大乘經/般若部
2-0117	0001-117昃07	32	昃07	大般若波羅蜜多經六百卷（117）	唐玄奘譯	大乘經/般若部
2-0118	0001-118昃08	0	昃08	大般若波羅蜜多經六百卷（118）	唐玄奘譯	大乘經/般若部
2-0119	0001-119昃09	0	昃09	大般若波羅蜜多經六百卷（119）	唐玄奘譯	大乘經/般若部
2-0120	0001-120昃10	34	昃10	大般若波羅蜜多經六百卷（120）	唐玄奘譯	大乘經/般若部
2-0121	0001-121辰01	35	辰01	大般若波羅蜜多經六百卷（121）	唐玄奘譯	大乘經/般若部
2-0122	0001-122辰02	33	辰02	大般若波羅蜜多經六百卷（122）	唐玄奘譯	大乘經/般若部
2-0123	0001-123辰03	34	辰03	大般若波羅蜜多經六百卷（123）	唐玄奘譯	大乘經/般若部
2-0124	0001-124辰04	0	辰04	大般若波羅蜜多經六百卷（124）	唐玄奘譯	大乘經/般若部
2-0125	0001-125辰05	33	辰05	大般若波羅蜜多經六百卷（125）	唐玄奘譯	大乘經/般若部
2-0126	0001-126辰06	0	辰06	大般若波羅蜜多經六百卷（126）	唐玄奘譯	大乘經/般若部
2-0127	0001-127辰07	34	辰07	大般若波羅蜜多經六百卷（127）	唐玄奘譯	大乘經/般若部
2-0128	0001-128辰08	0	辰08	大般若波羅蜜多經六百卷（128）	唐玄奘譯	大乘經/般若部
2-0129	0001-129辰09	31	辰09	大般若波羅蜜多經六百卷（129）	唐玄奘譯	大乘經/般若部
2-0130	0001-130辰10	32	辰10	大般若波羅蜜多經六百卷（130）	唐玄奘譯	大乘經/般若部
2-0131	0001-131宿01	32	宿01	大般若波羅蜜多經六百卷（131）	唐玄奘譯	大乘經/般若部
2-0132	0001-132宿02	33	宿02	大般若波羅蜜多經六百卷（132）	唐玄奘譯	大乘經/般若部
2-0133	0001-133宿03	28	宿03	大般若波羅蜜多經六百卷（133）	唐玄奘譯	大乘經/般若部
2-0134	0001-134宿04	31	宿04	大般若波羅蜜多經六百卷（134）	唐玄奘譯	大乘經/般若部
2-0135	0001-135宿05	30	宿05	大般若波羅蜜多經六百卷（135）	唐玄奘譯	大乘經/般若部
2-0136	0001-136宿06	31	宿06	大般若波羅蜜多經六百卷（136）	唐玄奘譯	大乘經/般若部
2-0137	0001-137宿07	31	宿07	大般若波羅蜜多經六百卷（137）	唐玄奘譯	大乘經/般若部
2-0138	0001-138宿08	30	宿08	大般若波羅蜜多經六百卷（138）	唐玄奘譯	大乘經/般若部
2-0139	0001-139宿09	30	宿09	大般若波羅蜜多經六百卷（139）	唐玄奘譯	大乘經/般若部
2-0140	0001-140宿10	31	宿10	大般若波羅蜜多經六百卷（140）	唐玄奘譯	大乘經/般若部
2-0141	0001-141列01	32	列01	大般若波羅蜜多經六百卷（141）	唐玄奘譯	大乘經/般若部
2-0142	0001-142列02	33	列02	大般若波羅蜜多經六百卷（142）	唐玄奘譯	大乘經/般若部
2-0143	0001-143列03	32	列03	大般若波羅蜜多經六百卷（143）	唐玄奘譯	大乘經/般若部
2-0144	0001-144列04	31	列04	大般若波羅蜜多經六百卷（144）	唐玄奘譯	大乘經/般若部
2-0145	0001-145列05	32	列05	大般若波羅蜜多經六百卷（145）	唐玄奘譯	大乘經/般若部
2-0146	0001-146列06	30	列06	大般若波羅蜜多經六百卷（146）	唐玄奘譯	大乘經/般若部
2-0147	0001-147列07	31	列07	大般若波羅蜜多經六百卷（147）	唐玄奘譯	大乘經/般若部
2-0148	0001-148列08	33	列08	大般若波羅蜜多經六百卷（148）	唐玄奘譯	大乘經/般若部
2-0149	0001-149列09	30	列09	大般若波羅蜜多經六百卷（149）	唐玄奘譯	大乘經/般若部
2-0150	0001-150列10	33	列10	大般若波羅蜜多經六百卷（150）	唐玄奘譯	大乘經/般若部
2-0151	0001-151張01	34	張01	大般若波羅蜜多經六百卷（151）	唐玄奘譯	大乘經/般若部
2-0152	0001-152張02	33	張02	大般若波羅蜜多經六百卷（152）	唐玄奘譯	大乘經/般若部
2-0153	0001-153張03	32	張03	大般若波羅蜜多經六百卷（153）	唐玄奘譯	大乘經/般若部
2-0154	0001-154張04	28	張04	大般若波羅蜜多經六百卷（154）	唐玄奘譯	大乘經/般若部
2-0155	0001-155張05	29	張05	大般若波羅蜜多經六百卷（155）	唐玄奘譯	大乘經/般若部
2-0156	0001-156張06	31	張06	大般若波羅蜜多經六百卷（156）	唐玄奘譯	大乘經/般若部
2-0157	0001-157張07	31	張07	大般若波羅蜜多經六百卷（157）	唐玄奘譯	大乘經/般若部
2-0158	0001-158張08	30	張08	大般若波羅蜜多經六百卷（158）	唐玄奘譯	大乘經/般若部
2-0159	0001-159張09	0	張09	大般若波羅蜜多經六百卷（159）	唐玄奘譯	大乘經/般若部
2-0160	0001-160張10	28	張10	大般若波羅蜜多經六百卷（160）	唐玄奘譯	大乘經/般若部
2-0161	0001-161寒01	0	寒01	大般若波羅蜜多經六百卷（161）	唐玄奘譯	大乘經/般若部
2-0162	0001-162寒02	0	寒02	大般若波羅蜜多經六百卷（162）	唐玄奘譯	大乘經/般若部
2-0163	0001-163寒03	0	寒03	大般若波羅蜜多經六百卷（163）	唐玄奘譯	大乘經/般若部
2-0164	0001-164寒04	0	寒04	大般若波羅蜜多經六百卷（164）	唐玄奘譯	大乘經/般若部
2-0165	0001-165寒05	33	寒05	大般若波羅蜜多經六百卷（165）	唐玄奘譯	大乘經/般若部
2-0166	0001-166寒06	0	寒06	大般若波羅蜜多經六百卷（166）	唐玄奘譯	大乘經/般若部
2-0167	0001-167寒07	0	寒07	大般若波羅蜜多經六百卷（167）	唐玄奘譯	大乘經/般若部
2-0168	0001-168寒08	0	寒08	大般若波羅蜜多經六百卷（168）	唐玄奘譯	大乘經/般若部
2-0169	0001-169寒09	0	寒09	大般若波羅蜜多經六百卷（169）	唐玄奘譯	大乘經/般若部
2-0170	0001-170寒10	0	寒10	大般若波羅蜜多經六百卷（170）	唐玄奘譯	大乘經/般若部
2-0171	0001-171來01	34	來01	大般若波羅蜜多經六百卷（171）	唐玄奘譯	大乘經/般若部
2-0172	0001-172來02	32	來02	大般若波羅蜜多經六百卷（172）	唐玄奘譯	大乘經/般若部
2-0173	0001-173來03	32	來03	大般若波羅蜜多經六百卷（173）	唐玄奘譯	大乘經/般若部
2-0174	0001-174來04	32	來04	大般若波羅蜜多經六百卷（174）	唐玄奘譯	大乘經/般若部
2-0175	0001-175來05	0	來05	大般若波羅蜜多經六百卷（175）	唐玄奘譯	大乘經/般若部
2-0176	0001-176來06	32	來06	大般若波羅蜜多經六百卷（176）	唐玄奘譯	大乘經/般若部
2-0177	0001-177來07	35	來07	大般若波羅蜜多經六百卷（177）	唐玄奘譯	大乘經/般若部
2-0178	0001-178來08	34	來08	大般若波羅蜜多經六百卷（178）	唐玄奘譯	大乘經/般若部
2-0179	0001-179來09	37	來09	大般若波羅蜜多經六百卷（179）	唐玄奘譯	大乘經/般若部
2-0180	0001-180來10	35	來10	大般若波羅蜜多經六百卷（180）	唐玄奘譯	大乘經/般若部
2-0181	0001-181暑01	38	暑01	大般若波羅蜜多經六百卷（181）	唐玄奘譯	大乘經/般若部
2-0182	0001-182暑02	31	暑02	大般若波羅蜜多經六百卷（182）	唐玄奘譯	大乘經/般若部
2-0183	0001-183暑03	30	暑03	大般若波羅蜜多經六百卷（183）	唐玄奘譯	大乘經/般若部
2-0184	0001-184暑04	30	暑04	大般若波羅蜜多經六百卷（184）	唐玄奘譯	大乘經/般若部
2-0185	0001-185暑05	32	暑05	大般若波羅蜜多經六百卷（185）	唐玄奘譯	大乘經/般若部
2-0186	0001-186暑06	33	暑06	大般若波羅蜜多經六百卷（186）	唐玄奘譯	大乘經/般若部
2-0187	0001-187暑07	0	暑07	大般若波羅蜜多經六百卷（187）	唐玄奘譯	大乘經/般若部
2-0188	0001-188暑08	0	暑08	大般若波羅蜜多經六百卷（188）	唐玄奘譯	大乘經/般若部
2-0189	0001-189暑09	28	暑09	大般若波羅蜜多經六百卷（189）	唐玄奘譯	大乘經/般若部
2-0190	0001-190暑10	31	暑10	大般若波羅蜜多經六百卷（190）	唐玄奘譯	大乘經/般若部
2-0191	0001-191往01	31	往01	大般若波羅蜜多經六百卷（191）	唐玄奘譯	大乘經/般若部
2-0192	0001-192往02	31	往02	大般若波羅蜜多經六百卷（192）	唐玄奘譯	大乘經/般若部
2-0193	0001-193往03	0	往03	大般若波羅蜜多經六百卷（193）	唐玄奘譯	大乘經/般若部
2-0194	0001-194往04	32	往04	大般若波羅蜜多經六百卷（194）	唐玄奘譯	大乘經/般若部
2-0195	0001-195往05	33	往05	大般若波羅蜜多經六百卷（195）	唐玄奘譯	大乘經/般若部
2-0196	0001-196往06	35	往06	大般若波羅蜜多經六百卷（196）	唐玄奘譯	大乘經/般若部
2-0197	0001-197往07	31	往07	大般若波羅蜜多經六百卷（197）	唐玄奘譯	大乘經/般若部
2-0198	0001-198往08	35	往08	大般若波羅蜜多經六百卷（198）	唐玄奘譯	大乘經/般若部
2-0199	0001-199往09	33	往09	大般若波羅蜜多經六百卷（199）	唐玄奘譯	大乘經/般若部
2-0200	0001-200往10	0	往10	大般若波羅蜜多經六百卷（200）	唐玄奘譯	大乘經/般若部
2-0201	0001-201秋01	34	秋01	大般若波羅蜜多經六百卷（201）	唐玄奘譯	大乘經/般若部
2-0202	0001-202秋02	30	秋02	大般若波羅蜜多經六百卷（202）	唐玄奘譯	大乘經/般若部
2-0203	0001-203秋03	32	秋03	大般若波羅蜜多經六百卷（203）	唐玄奘譯	大乘經/般若部
2-0204	0001-204秋04	30	秋04	大般若波羅蜜多經六百卷（204）	唐玄奘譯	大乘經/般若部
2-0205	0001-205秋05	33	秋05	大般若波羅蜜多經六百卷（205）	唐玄奘譯	大乘經/般若部
2-0206	0001-206秋06	33	秋06	大般若波羅蜜多經六百卷（206）	唐玄奘譯	大乘經/般若部
2-0207	0001-207秋07	34	秋07	大般若波羅蜜多經六百卷（207）	唐玄奘譯	大乘經/般若部
2-0208	0001-208秋08	33	秋08	大般若波羅蜜多經六百卷（208）	唐玄奘譯	大乘經/般若部
2-0209	0001-209秋09	33	秋09	大般若波羅蜜多經六百卷（209）	唐玄奘譯	大乘經/般若部
2-0210	0001-210秋10	34	秋10	大般若波羅蜜多經六百卷（210）	唐玄奘譯	大乘經/般若部
2-0211	0001-211收01	38	收01	大般若波羅蜜多經六百卷（211）	唐玄奘譯	大乘經/般若部
2-0212	0001-212收02	0	收02	大般若波羅蜜多經六百卷（212）	唐玄奘譯	大乘經/般若部
2-0213	0001-213收03	32	收03	大般若波羅蜜多經六百卷（213）	唐玄奘譯	大乘經/般若部
2-0214	0001-214收04	32	收04	大般若波羅蜜多經六百卷（214）	唐玄奘譯	大乘經/般若部
2-0215	0001-215收05	30	收05	大般若波羅蜜多經六百卷（215）	唐玄奘譯	大乘經/般若部
2-0216	0001-216收06	31	收06	大般若波羅蜜多經六百卷（216）	唐玄奘譯	大乘經/般若部
2-0217	0001-217收07	32	收07	大般若波羅蜜多經六百卷（217）	唐玄奘譯	大乘經/般若部
2-0218	0001-218收08	0	收08	大般若波羅蜜多經六百卷（218）	唐玄奘譯	大乘經/般若部
2-0219	0001-219收09	0	收09	大般若波羅蜜多經六百卷（219）	唐玄奘譯	大乘經/般若部
2-0220	0001-220收10	0	收10	大般若波羅蜜多經六百卷（220）	唐玄奘譯	大乘經/般若部
2-0221	0001-221冬01	0	冬01	大般若波羅蜜多經六百卷（221）	唐玄奘譯	大乘經/般若部
2-0222	0001-222冬02	31	冬02	大般若波羅蜜多經六百卷（222）	唐玄奘譯	大乘經/般若部
2-0223	0001-223冬03	30	冬03	大般若波羅蜜多經六百卷（223）	唐玄奘譯	大乘經/般若部
2-0224	0001-224冬04	31	冬04	大般若波羅蜜多經六百卷（224）	唐玄奘譯	大乘經/般若部
2-0225	0001-225冬05	37	冬05	大般若波羅蜜多經六百卷（225）	唐玄奘譯	大乘經/般若部
2-0226	0001-226冬06	31	冬06	大般若波羅蜜多經六百卷（226）	唐玄奘譯	大乘經/般若部
2-0227	0001-227冬07	33	冬07	大般若波羅蜜多經六百卷（227）	唐玄奘譯	大乘經/般若部
2-0228	0001-228冬08	32	冬08	大般若波羅蜜多經六百卷（228）	唐玄奘譯	大乘經/般若部
2-0229	0001-229冬09	35	冬09	大般若波羅蜜多經六百卷（229）	唐玄奘譯	大乘經/般若部
2-0230	0001-230冬10	31	冬10	大般若波羅蜜多經六百卷（230）	唐玄奘譯	大乘經/般若部
2-0231	0001-231藏01	34	藏01	大般若波羅蜜多經六百卷（231）	唐玄奘譯	大乘經/般若部
2-0232	0001-232藏02	32	藏02	大般若波羅蜜多經六百卷（232）	唐玄奘譯	大乘經/般若部
2-0233	0001-233藏03	36	藏03	大般若波羅蜜多經六百卷（233）	唐玄奘譯	大乘經/般若部
2-0234	0001-234藏04	32	藏04	大般若波羅蜜多經六百卷（234）	唐玄奘譯	大乘經/般若部
2-0235	0001-235藏05	31	藏05	大般若波羅蜜多經六百卷（235）	唐玄奘譯	大乘經/般若部
2-0236	0001-236藏06	33	藏06	大般若波羅蜜多經六百卷（236）	唐玄奘譯	大乘經/般若部
2-0237	0001-237藏07	34	藏07	大般若波羅蜜多經六百卷（237）	唐玄奘譯	大乘經/般若部
2-0238	0001-238藏08	33	藏08	大般若波羅蜜多經六百卷（238）	唐玄奘譯	大乘經/般若部
2-0239	0001-239藏09	34	藏09	大般若波羅蜜多經六百卷（239）	唐玄奘譯	大乘經/般若部
2-0240	0001-240藏10	0	藏10	大般若波羅蜜多經六百卷（240）	唐玄奘譯	大乘經/般若部
2-0241	0001-241閏01	0	閏01	大般若波羅蜜多經六百卷（241）	唐玄奘譯	大乘經/般若部
2-0242	0001-242閏02	31	閏02	大般若波羅蜜多經六百卷（242）	唐玄奘譯	大乘經/般若部
2-0243	0001-243閏03	32	閏03	大般若波羅蜜多經六百卷（243）	唐玄奘譯	大乘經/般若部
2-0244	0001-244閏04	35	閏04	大般若波羅蜜多經六百卷（244）	唐玄奘譯	大乘經/般若部
2-0245	0001-245閏05	33	閏05	大般若波羅蜜多經六百卷（245）	唐玄奘譯	大乘經/般若部
2-0246	0001-246閏06	30	閏06	大般若波羅蜜多經六百卷（246）	唐玄奘譯	大乘經/般若部
2-0247	0001-247閏07	32	閏07	大般若波羅蜜多經六百卷（247）	唐玄奘譯	大乘經/般若部
2-0248	0001-248閏08	30	閏08	大般若波羅蜜多經六百卷（248）	唐玄奘譯	大乘經/般若部
2-0249	0001-249閏09	32	閏09	大般若波羅蜜多經六百卷（249）	唐玄奘譯	大乘經/般若部
2-0250	0001-250閏10	33	閏10	大般若波羅蜜多經六百卷（250）	唐玄奘譯	大乘經/般若部
2-0251	0001-251餘01	38	餘01	大般若波羅蜜多經六百卷（251）	唐玄奘譯	大乘經/般若部
2-0252	0001-252餘02	34	餘02	大般若波羅蜜多經六百卷（252）	唐玄奘譯	大乘經/般若部
2-0253	0001-253餘03	32	餘03	大般若波羅蜜多經六百卷（253）	唐玄奘譯	大乘經/般若部
